id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
web_9124895663896454427_item2,Grantsville,nan,2025-10-02,Twin home dwelling layout in Falcon Landing subdivision,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of twin home dwelling layout located within Falcon Landing subdivision,"Falcon Landing, Grantsville, UT",,,,,,PROPOSED,68,Twin homes indicate duplex or attached dwelling units; appears to be part of larger Falcon Landing development,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2010-2-25.pdf?t=202509261259510,,web,2026-06-22T13:35:16.450984+00:00,,,,
web_4523382424023225456_item0,Grantsville,nan,2025-10-02,West Haven PUD subdivision preliminary plat,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of proposed preliminary plat application for West Haven PUD subdivision,,,,,,,PROPOSED,65,PUD subdivision indicates planned unit development with likely mixed use or special conditions,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Planning%20Commission%20Packet%2010-2-25.pdf?t=202509261301430,,web,2026-06-15T13:55:32.903705+00:00,,,,
web_4523382424023225456_item1,Grantsville,nan,2025-10-02,Falcon Landing preliminary plat in RM-7 and R-1-12 zones,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of preliminary plat for Falcon Landing subdivision located in RM-7 (residential multi-family) and R-1-12 (residential single-family) zoning districts,"Grantsville, UT",,,,"RM-7, R-1-12",,PROPOSED,72,Mixed zoning indicates potential multi-family and single-family residential development,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Planning%20Commission%20Packet%2010-2-25.pdf?t=202509261301430,,web,2026-06-15T13:55:32.903705+00:00,40.6000817,-112.463531,nominatim,0.75
web_4523382424023225456_item2,Grantsville,nan,2025-10-02,Twin home dwelling layout in Falcon Landing subdivision,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of twin home dwelling layout located within Falcon Landing subdivision,"Falcon Landing, Grantsville, UT",,,,,,PROPOSED,68,Twin homes indicate duplex or attached dwelling units; appears to be part of larger Falcon Landing development,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Planning%20Commission%20Packet%2010-2-25.pdf?t=202509261301430,,web,2026-06-15T13:55:32.903705+00:00,,,,
web_2179378890956195845_item0,Grantsville,nan,2025-10-08,West Haven PUD Subdivision preliminary plat application,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of preliminary plat application for West Haven PUD Subdivision,,,,,,,PROPOSED,65,PUD designation indicates planned unit development with potential mixed uses or flexible zoning. Preliminary plat stage suggests early-stage project review.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Planning%20Commission%20Combined%20Packet%2010-8-2025.pdf?t=202510101033140,,web,2026-06-29T12:33:08.859462+00:00,,,,
web_2576611945351627943_item0,Grantsville,nan,2025-10-16,West Haven PUD Subdivision preliminary plat application,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of preliminary plat application for West Haven PUD Subdivision,,,,,,,PROPOSED,65,PUD designation indicates planned unit development with potential mixed uses or flexible zoning. Preliminary plat stage suggests early-stage project review.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Agenda%2010-16-25.pdf?t=202510101032280,,web,2026-06-29T12:32:51.198354+00:00,,,,
web_1240226022446900261_item0,Grantsville,nan,2025-11-04,Conditional use permit for Cirque Roskelley trapeze and aerial silks training business at 775 S Cedar Road,conditional_use,0.9,DEVELOPER_ACTIVITY,"Conditional use permit application for Scott Roskelley to own and operate Cirque Roskelley, a trapeze and aerial silks training business for performers, at a residential property in the R-1-21 zone","775 S Cedar Road, Grantsville, UT",,,Scott Roskelley,R-1-21,,PROPOSED,15,Home-based business use; conditional use permit suggests non-standard residential use in single-family zone. Low growth impact but indicates potential zoning flexibility for creative/specialty uses.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2011-4-25.pdf?t=202510241919270,,web,2026-06-29T12:32:51.064927+00:00,40.57682,-112.4461164,nominatim,0.75
web_8110621965341317349_item0,Grantsville,nan,2025-11-18,"Rezone from RR-1 to R-1-21 at 655 S. Willow Street, 635 S. Willow Street, 387 E. Nygreen Street, 400 E. Heritage Lane, 420 E. Heritage Lane, and parcel #18-049-0-000R",rezone,0.9,REZONE,Proposed rezone of six parcels from RR-1 (Rural Residential) zoning designation to R-1-21 (Single-Family Residential) zoning designation,"655 S. Willow Street, 635 S. Willow Street, 387 E. Nygreen Street, 400 E. Heritage Lane, 420 E. Heritage Lane, Grantsville, UT",,,,RR-1,R-1-21,PROPOSED,65,Upzoning from rural residential to higher-density single-family residential designation indicates potential for subdivision development or increased housing density on these parcels in Grantsville.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2011-18-25.pdf?t=202511141108290,"{""parcel_ids"": [""18-049-0-000R""]}",web,2026-06-29T12:32:50.720281+00:00,40.5805976,-112.4485164,haiku_nominatim,0.70
web_8780724053940574077,Grantsville,nan,2025-11-18,Agenda,other,0.0,,,,,,,,,PROPOSED,,,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Training%20Agenda%2011-18-2025.pdf?t=202511141040470,"PUBLIC NOTICE
The Grantsville City Council and Planning Commission will hold a Joint Work Meeting at 6:00 pm on Tuesday,
November 18, 2025 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
AGENDA
1. Training with the Property Rights Ombudsman.
2. Adjourn.
Shelby Moore
Zoning Administrator
Scan QR code
Grantsville City Community & Economic Development
to join Zoom
meeting.
Join Zoom Meeting
https://us02web.zoom.us/j/84449308949
Meeting ID: 844 4930 8949
In compli",web,2026-06-29T12:32:50.841146+00:00,,,,
web_1808142870792224142_item0,Grantsville,nan,2025-12-02,Conditional use permit for home-based dumpster and trailer rental business at 334 S Banister Lane,conditional_use,0.9,MINIFLEX_OPPORTUNITY,Russell Wallis is proposing a conditional use permit to own and operate a home-based business for storage and rental of three 16'x7' roll-off dumpsters and one trailer unit in the RR-1 zone.,"334 S Banister Lane, Grantsville, UT",,,Russell Wallis,RR-1,,PROPOSED,25,Home-based business use requiring conditional use permit in rural residential zone. Light industrial/flex space activity on existing residential property.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2012-2-25.pdf?t=202511261537120,,web,2026-06-29T12:32:49.541448+00:00,40.5913001,-112.4421508,nominatim,0.75
web_5493818323956028702_item0,Grantsville,nan,2025-12-02,Conditional use permit for home-based dumpster and trailer rental business at 334 S Banister Lane,conditional_use,0.9,MINIFLEX_OPPORTUNITY,Russell Wallis is proposing a conditional use permit to own and operate a home-based business for storage and rental of three 16'x7' roll-off dumpsters and one trailer unit in the RR-1 zone.,"334 S Banister Lane, Grantsville, UT",,,Russell Wallis,RR-1,,PROPOSED,25,Home-based business use requiring conditional use permit in rural residential zone. Light industrial/flex space activity on existing residential property.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Planning%20Commission%20Packet%2012-2-25.pdf?t=202511261537370,,web,2026-06-29T12:32:50.561587+00:00,40.5913001,-112.4421508,nominatim,0.75
web_3471036348830905440_item0,Grantsville,nan,2025-12-16,Rezone 587 E Main Street from C-D to RM-15,rezone,0.9,REZONE,Proposed rezone of property at 587 E Main Street from Commercial Development District (C-D) to Multiple Residential District (RM-15),"587 E Main Street, Grantsville, UT",,,,C-D,RM-15,PROPOSED,45,Commercial to residential conversion; RM-15 suggests multi-family residential development potential,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Agenda%2012-16-25.pdf?t=202512041718380,,web,2026-06-29T12:32:49.331789+00:00,40.5997152,-112.4385364,nominatim,0.75
web_3471036348830905440_item1,Grantsville,nan,2025-12-16,Rezone 15 N Center Street and 9 N Center Street,rezone,0.9,REZONE,Proposed rezone for properties at 15 N Center Street and 9 N Center Street (zoning designation incomplete in source document),"15 N Center Street and 9 N Center Street, Grantsville, UT",,,,,,PROPOSED,,Agenda item text appears truncated; current and proposed zoning not specified in available text,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Agenda%2012-16-25.pdf?t=202512041718380,,web,2026-06-29T12:32:49.331789+00:00,,,,
web_4773497972653690124_item0,Grantsville,nan,2026-01-06,Cloward Court Subdivision Master Development Agreement at 713 E Main Street,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of proposed Master Development Agreement for Cloward Court Subdivision,"713 E Main Street, Grantsville, UT",,,,,,PROPOSED,65,Master Development Agreement indicates formal subdivision development approval process underway,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2026/PC%20Agenda%201-6-26.pdf?t=202512181847470,,web,2026-06-29T12:32:49.160533+00:00,40.5996747,-112.4315367,nominatim,0.75
web_4773497972653690124_item1,Grantsville,nan,2026-01-06,Cloward Court Subdivision Access and Maintenance Easement Agreement at 713 E Main Street,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of proposed Access and Maintenance Easement Agreement for Cloward Court Subdivision,"713 E Main Street, Grantsville, UT",,,,,,PROPOSED,55,Easement agreement suggests multi-lot subdivision with shared infrastructure access,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2026/PC%20Agenda%201-6-26.pdf?t=202512181847470,,web,2026-06-29T12:32:49.160533+00:00,40.5996747,-112.4315367,nominatim,0.75
web_3212825796784486162_item0,Grantsville,nan,2026-01-20,"General Plan Amendment for Apple Street Townhomes Subdivision - parcels 01-066-0-0006, 23-001-0-00A, 01-112-0-0012, 01-112-0-0011",general_plan_amendment,0.9,GENERAL_PLAN_AMENDMENT,Proposed General Plan Amendment to change land use designation from Single-Family Density to Mixed-Use Density for the Apple Street Townhomes Subdivision,"Apple Street, Grantsville, UT",,,,Single-Family Density,Mixed-Use Density,PROPOSED,65,This is a future land use map change supporting a townhomes development. Mixed-use density designation typically enables higher-density residential or mixed-use projects. Approval would be prerequisite for subdivision or development approval.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2026/Updated%20Agenda%201-20-2026.pdf?t=202601091411410,"{""parcel_ids"": [""01-066-0-0006"", ""23-001-0-00A"", ""01-112-0-0012"", ""01-112-0-0011""]}",web,2026-06-29T12:32:49.001350+00:00,40.598138489208594,-112.48145912983809,parcel_id,0.95
web_898689690198339258,Grantsville,nan,2026-01-26,Agenda,other,0.0,,,,,,,,,PROPOSED,,,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/01.26.2026/01.26%20Special%20Meeting%20Agenda.pdf?t=202601231853540,"PUBLIC NOTICE:
The Grantsville City Council will hold a Special Meeting on Monday, January 26, 2026 in person at
429 East Main Street, Grantsville UT 84029 and electronically via Zoom at 6:00 pm.
The agenda is as follows:
ROLL CALL
AGENDA:
1. Closed Session – (Imminent Litigation, Real Estate Negotiations, or Personnel)
2. Consideration of approving Resolution 2026-11 authorizing the city attorney, with the approval of the city
manager and mayor, to take any reasonable legal action necessary to ",web,2026-05-04T13:14:17.974962+00:00,,,,
web_223572723571176117_item0,Grantsville,nan,2026-01-26,Resolution 2026-11 authorizing legal action to enforce annexation of Six Mile Ranch into Grantsville City,annexation,0.9,ANNEXATION,City Council consideration of resolution authorizing the city attorney to take reasonable legal action necessary to enforce the annexation of Six Mile Ranch into Grantsville City,Six Mile Ranch,,,,,,PROPOSED,65,Legal enforcement action indicates potential dispute or resistance to annexation. Six Mile Ranch appears to be a named property or development area being annexed into city limits.,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/01.26.2026/01.26%20Agenda%20Packet.pdf?t=202601231854040,,web,2026-04-27T13:09:33.286047+00:00,,,,
web_5426966746833089074,Grantsville,nan,2026-01-30,Agenda,other,0.0,,,,,,,,,PROPOSED,,,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/01.30.2026/01.30.2026%20Site%20Visit%20Notice.pdf?t=202601281624080,"Public Notice of Site Visit / Traveling Tour
PUBLIC NOTICE IS HEREBY GIVEN that members of the Grantsville City Council will
participate in a site visit on Friday, January 30, 2026, from 10:00 a.m. to 2:00 p.m.
at Burt Brothers Motorpark / Utah Motorsports Campus, located at 512 Sheep
Ln, Tooele, UT 84074, pursuant to Utah Code § 52-4-203(7).
A quorum of the City Council will be present. The site visit will consist of a traveling
tour to view various locations. No public business will be conduct",web,2026-05-04T13:14:17.808893+00:00,,,,
